FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,ARR_DELAY,AIR_TIME,DISTANCE,CANCELLED
2025-03-23,UA,LAX,SFO,1000,16.0,24.0,87.0,337.0,0
2025-01-18,AS,SFO,ORD,700,1.0,10.0,273.0,1846.0,0
2025-04-28,AA,JFK,MIA,1300,22.0,11.0,176.0,1089.0,0
2025-04-19,AS,IAH,MIA,1000,2.0,6.0,160.0,964.0,0
2025-12-08,DL,LAX,LAS,1900,29.0,20.0,68.0,236.0,0
2025-01-14,WN,LAX,ORD,2000,34.0,24.0,260.0,1744.0,0
2025-07-18,DL,JFK,MIA,1400,19.0,25.0,170.0,1089.0,0
2025-12-27,F9,IAH,MIA,900,7.0,9.0,152.0,964.0,0
2025-04-13,UA,BOS,DCA,1300,13.0,24.0,84.0,399.0,0
2025-07-31,UA,LAX,SFO,1900,34.0,23.0,81.0,337.0,0
2025-02-27,DL,LAX,ORD,1600,27.0,8.0,264.0,1744.0,0
2025-06-03,UA,SEA,ANC,600,1.0,-1.0,218.0,1448.0,0
2025-12-27,WN,LAX,JFK,600,-1.0,2.0,348.0,2475.0,0
2025-09-03,AS,BOS,DCA,700,2.0,5.0,89.0,399.0,0
2025-07-15,F9,SFO,SEA,1400,17.0,-4.0,120.0,679.0,0
2025-12-20,F9,EWR,SFO,700,-0.0,-7.0,366.0,2565.0,0
2025-11-11,DL,SFO,SEA,800,-0.0,-14.0,119.0,679.0,0
2025-04-12,AA,JFK,MIA,1300,20.0,21.0,170.0,1089.0,0
2025-08-21,F9,ATL,LGA,1400,43.0,34.0,139.0,762.0,0
2025-08-26,UA,LAX,SEA,1800,32.0,16.0,151.0,954.0,0
2025-06-11,AS,ATL,MCO,1100,7.0,9.0,81.0,404.0,0
2025-03-08,AA,ORD,DFW,1700,22.0,15.0,140.0,802.0,0
2025-11-10,UA,SEA,ANC,600,26.0,33.0,219.0,1448.0,1
2025-03-01,DL,IAH,MIA,1300,10.0,12.0,157.0,964.0,0
2025-05-11,AA,ATL,LGA,1100,12.0,10.0,128.0,762.0,0
2025-04-01,DL,JFK,MIA,2000,29.0,22.0,170.0,1089.0,0
2025-10-08,UA,JFK,MIA,1600,15.0,13.0,178.0,1089.0,0
2025-02-05,WN,JFK,MIA,1600,20.0,2.0,171.0,1089.0,1
2025-06-15,B6,SEA,ANC,1900,44.0,37.0,220.0,1448.0,0
2025-11-04,WN,SFO,SEA,800,1.0,2.0,122.0,679.0,0
2025-11-24,B6,LAX,LAS,1700,57.0,53.0,60.0,236.0,0
2025-03-17,DL,SFO,ORD,1900,27.0,18.0,273.0,1846.0,0
2025-07-03,AA,LAX,SFO,2200,41.0,36.0,77.0,337.0,0
2025-06-28,AS,LAX,JFK,1100,8.0,-15.0,358.0,2475.0,0
2025-04-29,DL,LAX,JFK,1500,18.0,4.0,347.0,2475.0,0
2025-10-20,AS,DEN,LAX,800,36.0,32.0,143.0,862.0,0
2025-09-22,UA,DEN,LAX,1400,20.0,18.0,148.0,862.0,0
2025-01-31,AA,DEN,PHX,1100,31.0,33.0,107.0,602.0,0
2025-11-10,AS,JFK,ORD,700,-2.0,-8.0,130.0,740.0,0
2025-05-14,F9,DEN,PHX,2000,27.0,32.0,106.0,602.0,0
2025-11-07,DL,LAX,SEA,1900,12.0,13.0,157.0,954.0,0
2025-10-07,WN,EWR,SFO,2100,26.0,20.0,366.0,2565.0,0
2025-06-24,WN,ORD,DFW,700,2.0,9.0,133.0,802.0,0
2025-09-04,DL,EWR,SFO,500,23.0,22.0,365.0,2565.0,0
2025-06-10,AS,LAX,SEA,1700,26.0,27.0,156.0,954.0,0
2025-10-12,DL,JFK,ORD,900,6.0,11.0,132.0,740.0,0
2025-02-24,AS,DEN,PHX,1500,20.0,13.0,110.0,602.0,0
2025-08-09,UA,JFK,ORD,1300,20.0,11.0,130.0,740.0,0
2025-01-15,DL,JFK,ORD,1400,15.0,18.0,127.0,740.0,0
2025-09-21,DL,LAX,SEA,1200,3.0,-1.0,151.0,954.0,0
2025-12-07,WN,SFO,ORD,500,1.0,-0.0,274.0,1846.0,0
2025-10-05,UA,LAX,ORD,900,13.0,16.0,263.0,1744.0,0
2025-09-22,WN,SFO,SEA,2000,24.0,34.0,119.0,679.0,0
2025-10-26,F9,DEN,PHX,1100,10.0,11.0,111.0,602.0,0
2025-07-30,B6,ATL,LGA,900,39.0,44.0,136.0,762.0,0
2025-08-13,B6,ATL,MCO,500,8.0,6.0,85.0,404.0,0
2025-08-01,WN,SFO,ORD,1000,32.0,32.0,271.0,1846.0,0
2025-06-22,DL,IAH,MIA,800,4.0,-3.0,156.0,964.0,0
2025-01-09,AA,LAX,JFK,1300,21.0,26.0,354.0,2475.0,0
2025-01-30,DL,SFO,ORD,1600,25.0,28.0,274.0,1846.0,0
2025-06-15,DL,LAX,SEA,600,-0.0,-0.0,150.0,954.0,0
2025-04-10,AA,SFO,ORD,1600,20.0,35.0,267.0,1846.0,0
2025-12-03,AS,IAH,MIA,500,3.0,4.0,160.0,964.0,0
2025-12-26,B6,SFO,ORD,1600,54.0,52.0,276.0,1846.0,0
2025-06-18,AS,EWR,SFO,700,5.0,-9.0,371.0,2565.0,0
2025-09-12,UA,JFK,ORD,1000,9.0,6.0,129.0,740.0,0
2025-07-31,B6,DEN,PHX,700,17.0,7.0,111.0,602.0,0
2025-04-02,F9,JFK,ORD,1300,20.0,25.0,132.0,740.0,0
2025-05-18,AS,LAX,ORD,1700,16.0,22.0,257.0,1744.0,0
2025-05-21,B6,DEN,LAX,1400,16.0,8.0,144.0,862.0,0
2025-02-08,F9,IAH,MIA,1900,39.0,34.0,158.0,964.0,0
2025-01-07,B6,LAX,ORD,500,1.0,-2.0,263.0,1744.0,0
2025-04-29,F9,SEA,ANC,1000,21.0,12.0,216.0,1448.0,0
2025-11-26,AA,LAX,ORD,1000,8.0,20.0,263.0,1744.0,0
2025-02-01,AA,DEN,PHX,900,7.0,13.0,107.0,602.0,0
2025-07-09,UA,SEA,ANC,1100,10.0,6.0,216.0,1448.0,0
2025-07-31,UA,JFK,ORD,1400,21.0,25.0,128.0,740.0,0
2025-09-01,WN,DEN,LAX,800,17.0,17.0,137.0,862.0,0
2025-12-25,F9,LAX,ORD,800,14.0,12.0,265.0,1744.0,0
2025-05-23,UA,LAX,JFK,700,-0.0,-2.0,347.0,2475.0,0
2025-05-13,AS,LAX,JFK,900,4.0,-10.0,352.0,2475.0,0
2025-07-05,DL,JFK,ORD,1500,27.0,21.0,131.0,740.0,0
2025-11-10,F9,EWR,SFO,1300,25.0,34.0,359.0,2565.0,0
2025-08-03,WN,LAX,SEA,900,13.0,1.0,154.0,954.0,0
2025-01-16,WN,JFK,ORD,2100,32.0,22.0,133.0,740.0,0
2025-06-13,AA,DEN,PHX,1500,25.0,22.0,110.0,602.0,0
2025-07-04,F9,LAX,LAS,900,17.0,11.0,61.0,236.0,0
2025-11-18,AA,DEN,PHX,600,42.0,38.0,107.0,602.0,0
2025-08-27,DL,SFO,SEA,800,35.0,30.0,121.0,679.0,0
2025-09-05,WN,SEA,ANC,1200,4.0,-1.0,216.0,1448.0,0
2025-04-27,AS,ATL,MCO,800,2.0,-10.0,88.0,404.0,0
2025-09-23,B6,ORD,DFW,900,10.0,20.0,136.0,802.0,0
2025-02-05,WN,LAX,LAS,2200,29.0,34.0,68.0,236.0,0
2025-03-13,UA,JFK,ORD,2000,28.0,33.0,129.0,740.0,0
2025-03-21,DL,BOS,DCA,1200,10.0,13.0,92.0,399.0,0
2025-06-21,F9,LAX,SFO,1800,73.0,81.0,83.0,337.0,0
2025-01-26,UA,DEN,LAX,900,8.0,-17.0,145.0,862.0,0
2025-07-09,AA,JFK,ORD,1700,27.0,23.0,133.0,740.0,0
2025-11-21,UA,DEN,PHX,1900,28.0,25.0,116.0,602.0,0
2025-05-25,UA,ATL,LGA,1800,25.0,22.0,138.0,762.0,0
2025-01-02,DL,JFK,MIA,1500,22.0,20.0,174.0,1089.0,0
2025-04-11,AA,SFO,SEA,1800,19.0,18.0,120.0,679.0,0
2025-01-26,F9,ATL,LGA,500,8.0,15.0,134.0,762.0,0
2025-08-21,UA,LAX,SEA,1000,8.0,8.0,151.0,954.0,0
2025-10-18,F9,ATL,MCO,1700,23.0,11.0,89.0,404.0,0
2025-04-16,AS,LAX,JFK,1100,10.0,19.0,354.0,2475.0,0
2025-04-20,F9,ATL,LGA,800,35.0,34.0,132.0,762.0,0
2025-04-28,AS,ATL,LGA,1700,16.0,-1.0,132.0,762.0,0
2025-05-14,F9,LAX,JFK,1500,23.0,22.0,350.0,2475.0,0
2025-09-12,WN,DEN,LAX,1300,13.0,-3.0,144.0,862.0,0
2025-04-22,B6,JFK,MIA,1000,18.0,8.0,171.0,1089.0,0
2025-05-20,DL,SEA,ANC,600,2.0,-8.0,213.0,1448.0,0
2025-11-22,F9,LAX,SFO,1900,70.0,73.0,81.0,337.0,0
2025-10-06,DL,LAX,LAS,800,1.0,-3.0,71.0,236.0,0
2025-12-05,UA,JFK,ORD,1500,29.0,30.0,134.0,740.0,0
2025-05-11,B6,LAX,LAS,900,7.0,17.0,66.0,236.0,0
2025-12-06,UA,SFO,SEA,800,10.0,-0.0,122.0,679.0,0
2025-04-19,DL,ATL,LGA,1100,11.0,34.0,133.0,762.0,0
2025-04-23,F9,LAX,SEA,1600,44.0,51.0,154.0,954.0,0
2025-12-14,WN,DEN,PHX,800,18.0,17.0,112.0,602.0,0
2025-03-15,WN,LAX,JFK,600,1.0,6.0,353.0,2475.0,0
2025-10-26,AA,LAX,LAS,1200,11.0,9.0,66.0,236.0,0
2025-10-30,B6,ATL,MCO,1300,29.0,24.0,90.0,404.0,0
2025-12-05,AA,SEA,ANC,1500,14.0,11.0,214.0,1448.0,0
2025-11-06,WN,LAX,LAS,1100,8.0,7.0,63.0,236.0,0
2025-10-28,DL,SFO,SEA,1000,5.0,-1.0,121.0,679.0,0
2025-05-10,AA,EWR,SFO,700,3.0,-4.0,367.0,2565.0,0
2025-07-23,DL,IAH,MIA,900,10.0,10.0,150.0,964.0,0
2025-07-30,UA,ATL,MCO,800,2.0,-8.0,85.0,404.0,0
2025-04-17,AA,JFK,ORD,700,-2.0,1.0,141.0,740.0,0
2025-05-23,B6,SFO,ORD,2100,68.0,63.0,281.0,1846.0,0
2025-11-07,B6,ATL,LGA,700,13.0,-9.0,134.0,762.0,0
2025-01-06,WN,ATL,MCO,1400,9.0,8.0,87.0,404.0,0
2025-01-29,F9,SFO,SEA,1100,8.0,11.0,121.0,679.0,0
2025-05-30,AA,LAX,SFO,1300,53.0,35.0,76.0,337.0,0
2025-10-09,WN,LAX,SEA,1400,7.0,-5.0,157.0,954.0,0
2025-11-23,AS,IAH,MIA,1300,16.0,27.0,160.0,964.0,0
2025-09-07,UA,JFK,MIA,900,2.0,11.0,174.0,1089.0,0
2025-11-10,AA,JFK,ORD,1000,11.0,4.0,134.0,740.0,0
2025-02-24,F9,JFK,ORD,700,12.0,19.0,138.0,740.0,0
2025-02-07,WN,SEA,ANC,1100,4.0,-3.0,218.0,1448.0,0
2025-07-03,F9,LAX,JFK,1000,10.0,5.0,354.0,2475.0,0
2025-04-23,AS,LAX,JFK,2200,18.0,6.0,356.0,2475.0,0
2025-11-17,UA,LAX,ORD,600,5.0,4.0,258.0,1744.0,0
2025-01-27,WN,JFK,ORD,1400,38.0,42.0,133.0,740.0,0
2025-05-14,AA,DEN,PHX,2200,34.0,34.0,106.0,602.0,0
2025-04-19,F9,JFK,ORD,2000,41.0,49.0,125.0,740.0,0
2025-08-05,AA,JFK,MIA,1600,28.0,17.0,171.0,1089.0,0
2025-04-19,WN,EWR,SFO,1100,6.0,-5.0,362.0,2565.0,0
2025-12-10,AS,LAX,SEA,1600,23.0,36.0,156.0,954.0,0
2025-01-20,F9,ATL,MCO,2000,31.0,30.0,81.0,404.0,0
2025-01-27,WN,ORD,DFW,1300,14.0,10.0,143.0,802.0,0
2025-11-23,B6,JFK,ORD,1000,13.0,9.0,127.0,740.0,0
2025-07-12,DL,SEA,ANC,500,9.0,5.0,217.0,1448.0,0
2025-11-03,F9,LAX,ORD,1200,20.0,2.0,262.0,1744.0,0
2025-06-17,UA,IAH,MIA,600,18.0,22.0,155.0,964.0,0
2025-12-05,B6,SFO,SEA,900,14.0,27.0,123.0,679.0,0
2025-06-23,WN,ORD,DFW,1500,20.0,20.0,133.0,802.0,0
2025-09-29,AS,ORD,DFW,900,7.0,-4.0,138.0,802.0,0
2025-12-30,DL,BOS,DCA,800,3.0,10.0,80.0,399.0,0
2025-10-05,WN,JFK,MIA,1400,11.0,20.0,177.0,1089.0,0
2025-04-06,DL,SFO,SEA,600,-1.0,-2.0,119.0,679.0,0
2025-10-15,WN,LAX,SFO,2000,28.0,12.0,79.0,337.0,0
2025-05-21,AA,SFO,ORD,2200,36.0,31.0,274.0,1846.0,0
2025-09-04,UA,SEA,ANC,2200,26.0,27.0,218.0,1448.0,0
2025-08-28,WN,LAX,SFO,500,12.0,24.0,78.0,337.0,0
2025-03-06,UA,EWR,SFO,500,6.0,-2.0,369.0,2565.0,0
2025-04-15,DL,ORD,DFW,600,15.0,1.0,142.0,802.0,0
2025-03-06,DL,LAX,SEA,2000,23.0,25.0,153.0,954.0,0
2025-01-25,AA,SFO,SEA,1900,32.0,30.0,123.0,679.0,0
2025-07-02,B6,ORD,DFW,500,-1.0,-4.0,139.0,802.0,0
2025-03-15,AS,SFO,SEA,600,-4.0,-5.0,119.0,679.0,0
2025-09-10,DL,LAX,JFK,900,9.0,6.0,353.0,2475.0,0
2025-03-28,WN,ATL,LGA,900,7.0,15.0,136.0,762.0,0
2025-01-11,AS,DEN,PHX,500,5.0,0.0,112.0,602.0,0
2025-02-23,UA,LAX,SEA,600,3.0,-27.0,157.0,954.0,0
2025-07-19,DL,SFO,SEA,1600,15.0,15.0,124.0,679.0,0
2025-02-16,UA,LAX,ORD,1400,24.0,26.0,258.0,1744.0,0
2025-11-20,DL,ATL,LGA,1000,7.0,10.0,134.0,762.0,0
2025-09-30,UA,DEN,LAX,800,16.0,25.0,144.0,862.0,0
2025-02-15,WN,DEN,LAX,1200,11.0,13.0,142.0,862.0,0
2025-11-10,B6,EWR,SFO,1500,44.0,49.0,362.0,2565.0,0
2025-04-25,F9,DEN,LAX,900,15.0,19.0,140.0,862.0,0
2025-11-24,AS,SFO,SEA,700,-3.0,-5.0,118.0,679.0,0
2025-12-27,AA,LAX,JFK,2000,27.0,25.0,349.0,2475.0,0
2025-04-02,F9,ATL,LGA,700,3.0,2.0,141.0,762.0,0
2025-05-01,F9,EWR,SFO,1800,33.0,19.0,371.0,2565.0,0
2025-02-22,AA,IAH,MIA,1400,15.0,14.0,158.0,964.0,0
2025-01-11,DL,LAX,ORD,1200,10.0,18.0,260.0,1744.0,0
2025-07-07,WN,LAX,ORD,800,5.0,-3.0,262.0,1744.0,0
2025-09-07,WN,LAX,SFO,1600,13.0,12.0,76.0,337.0,0
2025-07-21,AS,LAX,SEA,1200,6.0,9.0,157.0,954.0,0
2025-12-25,UA,ORD,DFW,600,-1.0,-8.0,141.0,802.0,0
2025-02-11,WN,ORD,DFW,1800,24.0,32.0,138.0,802.0,0
2025-03-26,AA,SFO,ORD,1600,20.0,26.0,278.0,1846.0,0
2025-11-21,WN,SFO,SEA,1700,14.0,31.0,122.0,679.0,0
2025-03-20,DL,SEA,ANC,800,11.0,8.0,215.0,1448.0,0
2025-05-13,WN,JFK,ORD,900,23.0,22.0,137.0,740.0,0
2025-06-07,DL,SEA,ANC,900,3.0,16.0,218.0,1448.0,0
2025-03-19,B6,IAH,MIA,700,11.0,-4.0,159.0,964.0,0
2025-07-15,AS,SFO,SEA,1900,15.0,10.0,123.0,679.0,0
2025-10-17,F9,LAX,LAS,1000,26.0,32.0,69.0,236.0,0
2025-10-25,AS,IAH,MIA,900,9.0,4.0,157.0,964.0,0
2025-06-17,F9,ATL,LGA,1200,14.0,23.0,137.0,762.0,0
2025-12-29,UA,SFO,SEA,2100,30.0,39.0,121.0,679.0,0
2025-04-25,DL,ATL,LGA,1000,11.0,2.0,134.0,762.0,1
2025-10-24,F9,ORD,DFW,2000,36.0,23.0,141.0,802.0,0
2025-11-17,AS,EWR,SFO,2000,18.0,-1.0,366.0,2565.0,0
2025-04-17,AS,LAX,ORD,900,5.0,-19.0,266.0,1744.0,0
2025-01-20,AA,IAH,MIA,1400,14.0,6.0,159.0,964.0,0
2025-10-14,AA,EWR,SFO,1500,29.0,5.0,364.0,2565.0,0
2025-02-02,AS,LAX,LAS,900,13.0,11.0,63.0,236.0,0
2025-08-19,AA,LAX,SEA,2200,30.0,24.0,150.0,954.0,0
2025-06-29,DL,ORD,DFW,1400,14.0,32.0,135.0,802.0,0
2025-06-29,AA,LAX,SFO,1600,33.0,25.0,76.0,337.0,0
